Product Name,Price,Rating,M.R.P,Expected Delivery
"HP Victus Gaming Laptop 11th Gen Intel Core i5-11400H16.1 inch(40.9 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce GTX 1650 graphics/144Hz/Backlit KB/Wi11/MSO/B&O/Alexa),16-d0311TX","62,990",3.3 out of 5 stars,"₹62,990","Tomorrow, 24 May"
Xiaomi Notebook Pro Max 11th Gen Intel Core i5-11320H Thin & Light (16GB/512GB SSD/Iris Xe Graphics/14″ QHD+ Display/2.5K Resolution/Win 11/Thunderbolt 4/MS Office '21/Fingerprint Sensor/1.4 Kg),"53,999",4.3 out of 5 stars,"₹53,999","Tomorrow, 24 May"
"Lenovo V14 Intel Core i3 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA08BIH","32,999",1.0 out of 5 stars,"₹32,999",
"HP Chromebook 11a, MediaTek MT8183 Processor 11.6 inch(29.5 cm) Thin and Light Touchscreen Laptop (4 GB RAM/64 GB eMMC/Chrome OS/Fast Charge/Google Assistant/Indigo Blue/1.07Kg), na0002MU, 1.07Kg","22,490",3.8 out of 5 stars,"₹22,490","Tomorrow, 24 May"
"Dell Vostro 3420 Laptop, Intel Core i5-1135G7, 8GB/ 512GB SSD/ 14.0"" FHD WVA AG 250 nits/Win 11 + MSO'21/15 Month McAfee/Carbon Black/ 1.48Kgs","49,490",3.0 out of 5 stars,"₹49,490","Tomorrow, 24 May"
"ASUS VivoBook 14 (2021), 14-inch (35.56 cm) HD, Intel Pentium Silver N6000 Quad Core, Thin and Light Laptop (8GB/256GB SSD/Office 2021/Windows 11/Integrated Graphics/Silver/1.5 kg), X415KA-BV121WS","28,990",3.8 out of 5 stars,"₹28,990","Tomorrow, 24 May"
"HP 15s, AMD Ryzen 3 3250U, 15.6 inch(39.6cm) HD Laptop(8GB RAM/256 GB SSD/AMD Radeon Graphics/Win 11/MSO/Dual Speakers) 15s-er1501AU","30,990",3.4 out of 5 stars,"₹30,990","Sunday, 28 May"
"Acer Aspire 5 Gaming Intel Core i5 12th gen (12-Cores) (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A515-57G/ Gaming Laptop (15.6 inch, Steel Gray 1.8 Kg","56,990",4.0 out of 5 stars,"₹56,990","Tomorrow, 24 May"
HP 247 G8 Notebook PC/14 inch(35.6 cm) HD Display/Micro-Edge/Anti-Glare/AMD Ryzen 5 3500U/8GB RAM/512GB SSD/AMD Radeon Vega 8 Graphics/Windows 11,"37,990",,"₹37,990","Tomorrow, 24 May"
"ASUS Vivobook S15 OLED 2022, 15.6"" 39.62 cm FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Grey/1.8 kg), K3502ZA-L501WS","71,990",4.3 out of 5 stars,"₹71,990",
"Lenovo Legion5Pro Intel Core i7 11thGen (40cm) QHD 16:10 IPS Gaming Laptop(16GB/1TB SSD/RTX 3060 6GB Graphics/165Hz/Windows 11/MS Office/Blue Backlit/3months Game Pass/Stingray/2.5Kg),82JD005KIN","1,24,990",4.2 out of 5 stars,"₹1,24,990","Tomorrow, 24 May"
Acer Extensa 15 Thin & Light Laptop AMD Ryzen 3 7320U Quad-Core Processor (8 GB/512 GB SSD/Windows 11 Home/MS Office Home and Student/AMD Radeon Graphics/1.78 KG/Steel Gray) EX215-23 Full HD Display,"34,990",5.0 out of 5 stars,"₹34,990","Tomorrow, 24 May"
Xioami NotebookUltra 3.2K Resolution Display Intel Core I5-11300H 11Th Gen 15.6 Inch Thin Light Laptop(16Gb/512Gb Ssd/Iris Xe Graphics/Windows 11 Home/Ms Office21/Backlit Kb/Fingerprint Sensor/1.7Kg),"55,999",4.2 out of 5 stars,"₹55,999","Tomorrow, 24 May"
"Lenovo V15 AMD Ryzen5 5500U 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1.7 kg), 82KDA012IH","37,799",3.8 out of 5 stars,"₹37,799","Thursday, 25 May"
"HP 247 G8 Laptop PC with AMD Ryzen 3 3250U/8 GB DDR4 RAM/512 GB PCIe® NVMe™ SSD/AMD Radeon™ Graphics/35.6 cm (14"" inch)/DOS/Matte Black/1.5 KG/1 Year Onsite Warranty","26,827",2.5 out of 5 stars,"₹26,827","Tomorrow, 24 May"
"HP Victus Gaming Laptop AMD Ryzen 5 5600H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop (8GB RAM/512GB SSD/AMD Radeon RX 6500M Graphics(4GB GDDR6)/144Hz/9ms Response time/Backlit KB/B&O/Win 11),15-fb0777AX","56,490",4.3 out of 5 stars,"₹56,490","Tomorrow, 24 May"
"HP Victus Gaming Laptop 11th Gen Intel Core i5-11400H 16.1 inch(40.9 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce GTX 1650 Graphics/Backlit KB/Win 11/B&O/Alexa/Xbox Pass),16-d0333TX","58,990",2.6 out of 5 stars,"₹58,990","Thursday, 25 May"
"ASUS Vivobook Pro 15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 5 5600H, Thin & Light Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Silver/1.80 kg), M6500QC-HN542WS","65,990",4.4 out of 5 stars,"₹65,990","Tomorrow, 24 May"
"Dell Vostro 3510 Laptop, Intel Core i5-1135G7/ 8GB/ 512GB/ 15.6"" (39.62Cms) FHD WVA AG/Backlit KB + FPR/Win 11+ MSO'21/15 Month McAfee/Titan Grey/ 1.69Kgs","51,490",5.0 out of 5 stars,"₹51,490","Tomorrow, 24 May"
Acer Aspire 3 Thin and Light Laptop Intel Core i5 12th Generation (8GB/512 GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-59 with 15.6-inch (39.6 cms) Full HD Display,"48,990",4.7 out of 5 stars,"₹48,990","Thursday, 25 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","51,990",4.0 out of 5 stars,"₹51,990","Tomorrow, 24 May"
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA002IH","47,199",2.9 out of 5 stars,"₹47,199","Saturday, 27 May"
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","59,990",4.2 out of 5 stars,"₹59,990","Friday, 26 May"
"Lenovo V15 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Iron Grey/1.7 Kg), 82KDA00XIH","38,760",3.8 out of 5 stars,"₹38,760","Tomorrow, 24 May"
"Honor MagicBook 15, AMD Ryzen 5 5500U 15.6-inch (39.62 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/256GB PCIe SSD/Windows 11/ Metal Body/Fingerprint Login/1.54Kg), Gray, BohrM-WDQ9CHNE","36,990",4.2 out of 5 stars,"₹36,990","Tomorrow, 24 May"
"HP Pavilion 14 12th Gen Intel Core i7 16GB SDRAM/1TB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/FPR/MSO 2021/Natural Silver,14-dv2015TU","84,999",4.3 out of 5 stars,"₹84,999","Tomorrow, 24 May"
"ASUS Eeebook 14, Intel Celeron N4500, 14"" (35.56 cm) HD, Thin and Light Laptop (4GB/256GB SSD/Integrated Graphics/Windows 11/with Numberpad/White/1.3 kg), E410KA-BV092W","25,990",5.0 out of 5 stars,"₹25,990","Tomorrow, 24 May"
"Dell G15 5520 Gaming Laptop,Intel i5-12500H,16GB,512GB SSD,Win 11,NVIDIA RTX 3050 (4GB GDDR6),15.6""(39.62Cms) FHD WVA AG 120Hz 250 nits,Backlit KB Orange,15 Month McAfee,Dark Shadow Grey,2.81Kgs","76,990",3.8 out of 5 stars,"₹76,990","Thursday, 25 May"
"HONOR MagicBook 15, AMD Ryzen 5 5500U 15.6-inch (39.62 cm) FHD IPS Anti-Glare Thin and Light Laptop (16GB/512GB PCIe SSD/Windows 11/ Metal Body/Fingerprint Login/1.54Kg) Mystic Silver","41,990",4.7 out of 5 stars,"₹41,990","Tomorrow, 24 May"
Lenovo E41-55 AMD 14-inch (35.56cm) HD Thin and Light Laptop (AMD Athlon Pro 3045B / 8GB RAM/ 1TB HDD/Windows 11 /Integrated AMD Radeon Graphics/Iron Grey/ 1.59 kg),"21,999",3.4 out of 5 stars,"₹21,999","Thursday, 25 May"
Dell Vostro 14-inch Laptop (35.56 cms) | Windows 11 and MS Office 2021 | Intel i3-1115G4 | 8GB DDR4 SDRAM and 512GB SSD | FHD Screen | Laptop for Work | 3420 - Carbon Black (D552276WIN9BE),"39,490",4.1 out of 5 stars,"₹39,490","Tomorrow, 24 May"
"HP 14s, Intel Celeron N4500, 8GB RAM/256GB SSD 14-inches/35.6 cm HD, Micro-Edge Display/Alexa Built-in/Windows 11/Intel UHD Graphics/Dual Speakers/MSO 2021/1.46 Kg, 14s-dq3037tu","33,550",3.6 out of 5 stars,"₹33,550","Friday, 26 May"
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0085IN","58,700",4.1 out of 5 stars,"₹58,700","Tomorrow, 24 May"
"ASUS Vivobook 14 2022, Intel Core i3-1115G4 11th Gen, 14"" (35.56 cms) FHD, Thin & Light Laptop (8GB/512GB SSD/Win11/Office 2021/37WHr/Transparent Silver/1.60 kg), X1400EA-EK322WS","35,990",3.9 out of 5 stars,"₹35,990","Tomorrow, 24 May"
"Dell New 14"" Latitude 3420- i3 11th Gen | 8 GB | 256 GB SSD | 14"" HD (1366 x 768) Pixels | Ubuntu-Dos | 1 Year Onsite with ADP Warranty |Black","33,990",3.3 out of 5 stars,"₹33,990","Tomorrow, 24 May"
"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.8 kg), X1500EA-EJ322WS","35,780",3.9 out of 5 stars,"₹35,780","Sunday, 28 May"
"HP Chromebook x360 Intel Celeron N4120 14 inch(35.6 cm) Micro-Edge, Touchscreen, 2-in-1 Laptop (4GB RAM/64GB eMMC/Chrome OS 64/UHD Graphics,1.49kg), 14a-ca0504TU","27,490",3.9 out of 5 stars,"₹27,490","Tomorrow, 24 May"
"Dell Vostro 3420 Metal Laptop, Intel Core i5-1235U, 16GB & 512GB SSD, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Backlit KB, Win 11 Home + MSO'21, 15 Month McAfee, Titan Grey, 1.48 KGs","65,490",4.1 out of 5 stars,"₹65,490","Tomorrow, 24 May"
"MSI Modern 14, Intel 11th Gen. i5-1155G7, 35CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/ Windows 11 Home/Iris Xe Graphics/Classic Black/1.4Kg), C11M-030IN","44,990",,"₹44,990","Tomorrow, 24 May"
"Lenovo E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (AMD Athlon A3050U/4GB RAM/256GB SSD/DOS/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg), 82FJ00BEIH","16,990",1.0 out of 5 stars,"₹16,990","Tomorrow, 24 May"
"Lenovo IdeaPad Slim 3 Intel Core i3 10th Gen 15.6"" (39.62cm) FHD Laptop (8GB/256GB SSD/Win 11/Office 2021/2 Year Warranty/3 Month Game Pass/Platinum Grey/1.7Kg), 81WB01FYIN","33,990",3.7 out of 5 stars,"₹33,990","Saturday, 27 May"
"Honor MagicBook X14, 11th Gen Intel Core i5-1135G7, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/Backlit Keyboard/Fingerprint Login/1.38Kg), Space Gray","43,990",4.2 out of 5 stars,"₹43,990","Tomorrow, 24 May"
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK006DIN","43,980",4.0 out of 5 stars,"₹43,980","Monday, 29 May"
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800N2IN","38,990",4.1 out of 5 stars,"₹38,990","Thursday, 25 May"
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA002IH","47,199",2.9 out of 5 stars,"₹47,199","Saturday, 27 May"
Xiaomi Notebook Pro QHD+IPS AntiGlare Display Intel Core I5-11300H 11th Gen 14 Inch Thin & Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11 Home/MS Office21/Backlit Keyboard/FP Sensor/1.4 Kg),"53,999",4.3 out of 5 stars,"₹53,999","Tomorrow, 24 May"
"Lenovo V15 AMD Ryzen 3 5300U 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11/1 Year Onsite Warranty/Iron Grey/1.7 Kg), 82KDA01BIH","32,990",3.5 out of 5 stars,"₹32,990","Saturday, 27 May"
Lenovo V14-IGL Laptop Intel Celeron N4020/4GB DDR4 RAM/256GB SSD/DOS/14.0 HD/Intel UHD Graphics 600/1 Year Warranty,"20,999",3.5 out of 5 stars,"₹20,999","Thursday, 25 May"
"Dell Vostro 3420 Laptop, Intel Core i3-1115G4, 8GB DDR4 & 256GB SSD, Win 11 + MSO'21, 14.0"", 35.56Cms FHD WVA AG 250 nits, 15 Month McAfee, Carbon Black, 1.48Kgs","36,490",3.8 out of 5 stars,"₹36,490","Tomorrow, 24 May"
"MSI GF63 Thin, Intel 11th Gen. i5-11400H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/NVIDIA RTX 3050 4GB GDDR6/Black/1.86Kg), 11UC-867IN","59,990",4.1 out of 5 stars,"₹59,990","Tomorrow, 24 May"
Dell Vostro 14-inch Laptop (35.56 cms) | Windows 11 and MS Office 2021 | Intel i3-1115G4 | 8GB DDR4 SDRAM and 512GB SSD | FHD Screen | Laptop for Work | 3420 - Carbon Black (D552276WIN9BE),"39,490",4.1 out of 5 stars,"₹39,490","Tomorrow, 24 May"
"Lenovo E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (AMD Athlon A3050U/4GB RAM/256GB SSD/DOS/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg), 82FJ00BEIH","16,990",1.0 out of 5 stars,"₹16,990","Tomorrow, 24 May"
"Dell XPS 9720 Laptop,Intel i9-12900HK, 32GB DDR4 & 1TB SSD,Win 11 + MSO'21, NVIDIA RTX 3060 (6GB GDDR6),17.0"" (43.9Cms) UHD+ AR Infinity Edge Touch 500 nits,15 Month McAfee, Platinum Silver, 2.42Kgs","3,80,220",,"₹3,80,220","Tomorrow, 24 May"
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","59,990",4.2 out of 5 stars,"₹59,990","Friday, 26 May"
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0085IN","58,700",4.1 out of 5 stars,"₹58,700","Tomorrow, 24 May"
"Lenovo V15 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 pro and MS-Office with Lifetime Validity/1 Year Onsite Warranty /Iron Grey/1.5 Kg)","39,999",4.3 out of 5 stars,"₹39,999","Tomorrow, 24 May"
"Acer Aspire 3 (Intel Core i3 1215U Processor/ 8GB/ 512 GB SSD/Windows 11 Home/MS Office) A315-59 with 39.6 cm (15.6"") Full HD Display /1.78kg","36,990",3.8 out of 5 stars,"₹36,990","Tomorrow, 24 May"
"Dell Vostro 3510 Laptop, Intel Core i5-1135G7/ 8GB/ 512GB/ 15.6"" (39.62Cms) FHD WVA AG/Backlit KB + FPR/Win 11+ MSO'21/15 Month McAfee/Titan Grey/ 1.69Kgs","51,490",5.0 out of 5 stars,"₹51,490","Tomorrow, 24 May"
"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK322WS","38,350",3.3 out of 5 stars,"₹38,350","Saturday, 27 May"
"ASUS Vivobook 16X (2022), 16-inch (40.64 cms) WUXGA, AMD Ryzen 5 5600H, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Quiet Blue/1.8 kg), M1603QA-MB502WS","47,990",4.1 out of 5 stars,"₹47,990","Tomorrow, 24 May"
"Microsoft Surface GO 3 8VA-00013 10.5"" (26.67 cms) Laptop (Intel Pentium T6600 Processor/8GB/128GB SSD/Windows 11 Home), Platinum","61,990",4.0 out of 5 stars,"₹61,990","Tomorrow, 24 May"
Acer Aspire 3 Thin and Light Laptop Intel Core i5 12th Generation (8GB/512 GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-59 with 15.6-inch (39.6 cms) Full HD Display,"48,990",4.7 out of 5 stars,"₹48,990","Thursday, 25 May"
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN","65,990",4.3 out of 5 stars,"₹65,990","Tomorrow, 24 May"
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK006DIN","43,980",4.0 out of 5 stars,"₹43,980","Monday, 29 May"
"Honor MagicBook X14, 11th Gen Intel Core i5-1135G7, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/Backlit Keyboard/Fingerprint Login/1.38Kg), Space Gray","43,990",4.2 out of 5 stars,"₹43,990","Tomorrow, 24 May"
"MSI Gaming GF63 Thin, Intel 11th Gen. i5-11400H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GTX1650 4GB GDDR6/ Black/1.86Kg), 11SC-853IN","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 24 May"
"Lenovo Legion5Pro Intel Core i7 11thGen (40cm) QHD 16:10 IPS Gaming Laptop(16GB/1TB SSD/RTX 3060 6GB Graphics/165Hz/Windows 11/MS Office/Blue Backlit/3months Game Pass/Stingray/2.5Kg),82JD005KIN","1,24,990",4.2 out of 5 stars,"₹1,24,990","Tomorrow, 24 May"
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN","65,990",4.3 out of 5 stars,"₹65,990","Tomorrow, 24 May"
"Lenovo IdeaPad Slim 1 AMD Ryzen 3 3250U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Cloud Grey/1.6Kg), 82R10049IN","36,990",3.9 out of 5 stars,"₹36,990","Saturday, 27 May"
"ASUS Vivobook Pro 15, AMD Ryzen 7 5800H, 15.6"" (39.62 cm) HD, Thin & Light Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Backlit/Fingerprint/Blue/1.80 kg), M6500QC-HN741WS","76,990",5.0 out of 5 stars,"₹76,990","Tomorrow, 24 May"
"Dell New 14"" Latitude 3420- i3 11th Gen | 8 GB | 256 GB SSD | 14"" HD (1366 x 768) Pixels | Ubuntu-Dos | 1 Year Onsite with ADP Warranty |Black","33,990",3.3 out of 5 stars,"₹33,990","Tomorrow, 24 May"
Acer Extensa 15 Thin & Light Laptop AMD Ryzen 3 7320U Quad-Core Processor (8 GB/512 GB SSD/Windows 11 Home/MS Office Home and Student/AMD Radeon Graphics/1.78 KG/Steel Gray) EX215-23 Full HD Display,"34,990",5.0 out of 5 stars,"₹34,990","Tomorrow, 24 May"
"HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU","62,990",4.1 out of 5 stars,"₹62,990","Tomorrow, 24 May"
"ASUS TUF Gaming F15, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, Gaming Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W","66,990",5.0 out of 5 stars,"₹66,990","Tomorrow, 24 May"
"Lenovo Yoga Slim 7 Pro Intel Evo Core i5-11320H 14""(35.6cm) 2.8K Laptop(16GB/512GB SSD/Win11/MSO 2021/90Hz/3Yr Brand Warranty/1.3Kg),82NC00EWIN,5% Instant Off on APay ICICI CreditCard (Prime only)","69,990",4.2 out of 5 stars,"₹69,990","Tomorrow, 24 May"
"ASUS Vivobook S15 OLED 2022, 15.6"" 39.62 cm FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Grey/1.8 kg), K3502ZA-L501WS","71,990",4.3 out of 5 stars,"₹71,990",
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","51,990",4.0 out of 5 stars,"₹51,990","Tomorrow, 24 May"
"Dell Inspiron 3511 Laptop, Intel i3-1115G4, 8GB DDR4 & 512GB SSD, Windows 11 + MSO'21, 15.6"" (39.62Cms) FHD WVA AG, 15 Month McAfee, Carbon Black, 1.8Kgs","39,990",3.7 out of 5 stars,"₹39,990","Tomorrow, 24 May"
"Lenovo ThinkPad E15 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1.7 kg), 21E6S05A00","45,990",4.2 out of 5 stars,"₹45,990","Tomorrow, 24 May"
HP 14s Laptop 11th Gen Intel Core i3-1115G4 14 inch(35.6cm) FHD Laptop(8GB RAM/512 GB SSD/Intel UHD Graphics/Win 11/Backlit Keyboard/Alexa Built-in/Dual Speakers/MSO) 14s-dq2649TU,"39,999",5.0 out of 5 stars,"₹39,999","Tomorrow, 24 May"
"HP Pavilion 14 11th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch (35.6cm) IPS Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Backlit Kb/B&O Audio/FPR/Windows 11 Home/Thin & Light/1.41Kg, 14-Dv1001tu","65,843",4.3 out of 5 stars,"₹65,843","Tomorrow, 24 May"
Acer Extensa 15 Laptop Intel Core i3 N305 8 core Processor (8 GB/256 GB SSD/Win11 Home/MS Office Home and Student/Intel UHD Graphics/1.7 KG/Silver) EX215-33 FHD Display,"33,990",4.0 out of 5 stars,"₹33,990","Tomorrow, 24 May"
"Lenovo V15 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Black/1 Year Onsite/1.7 Kg), 82KDA022IH","38,990",4.0 out of 5 stars,"₹38,990","Tomorrow, 24 May"
"ASUS Eeebook 14, Intel Celeron N4500, 14"" (35.56 cm) HD, Thin and Light Laptop (4GB/256GB SSD/Integrated Graphics/Windows 11/with Numberpad/White/1.3 kg), E410KA-BV092W","25,990",5.0 out of 5 stars,"₹25,990","Tomorrow, 24 May"
Xiaomi Notebook Pro 120G 12th Gen Intel i5-12450H (16GB/512GB SSD/Nvidia MX550/2.5K + 120Hz Display/Win 11/Thunderbolt 4/MSO 21/FP Sensor/1.5Kg,"71,999",4.0 out of 5 stars,"₹71,999","Tomorrow, 24 May"
Acer Aspire 3 Thin and Light Laptop Intel Core i5 12th Generation (8GB/512 GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-59 with 15.6-inch (39.6 cms) Full HD Display,"48,990",4.7 out of 5 stars,"₹48,990","Thursday, 25 May"
"HP Victus Gaming Laptop 11th Gen Intel Core i5-11400H16.1 inch(40.9 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce GTX 1650 graphics/144Hz/Backlit KB/Wi11/MSO/B&O/Alexa),16-d0311TX","62,990",3.3 out of 5 stars,"₹62,990","Tomorrow, 24 May"
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800N2IN","38,990",4.1 out of 5 stars,"₹38,990","Thursday, 25 May"
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA002IH","47,199",2.9 out of 5 stars,"₹47,199","Saturday, 27 May"
"Acer Aspire 3 (Intel Core i3 1215U Processor/ 8GB/ 512 GB SSD/Windows 11 Home/MS Office) A315-59 with 39.6 cm (15.6"") Full HD Display /1.78kg","36,990",3.8 out of 5 stars,"₹36,990","Tomorrow, 24 May"
"Lenovo ThinkPad E15 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1.7 kg), 21E6S05A00","45,990",4.2 out of 5 stars,"₹45,990","Tomorrow, 24 May"
Lenovo V14-IGL Laptop Intel Celeron N4020/4GB DDR4 RAM/256GB SSD/DOS/14.0 HD/Intel UHD Graphics 600/1 Year Warranty,"20,999",3.5 out of 5 stars,"₹20,999","Thursday, 25 May"
