Product Name,Price,Rating,M.R.P,Expected Delivery
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","59,990",4.2 out of 5 stars,"₹59,990","Thursday, 25 May"
Dell Vostro 14-inch Laptop (35.56 cms) | Windows 11 and MS Office 2021 | Intel i3-1115G4 | 8GB DDR4 SDRAM and 512GB SSD | FHD Screen | Laptop for Work | 3420 - Carbon Black (D552276WIN9BE),"39,490",4.1 out of 5 stars,"₹39,490","Tomorrow, 23 May"
Acer Extensa 15 Intel Core i3 N305 8 core Processor (8 GB/512 GB SSD/Win11 Home/MS Office Home and Student/Intel UHD Graphics/1.7 KG/Silver) EX215-33 FHD Display Laptop,"35,990",4.0 out of 5 stars,"₹35,990","Tomorrow, 23 May"
"Lenovo E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (AMD Athlon A3050U/4GB RAM/256GB SSD/Windows 10 Home/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg), 82FJ00BLIH","19,890",3.7 out of 5 stars,"₹19,890","Wednesday, 24 May"
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN","65,990",4.3 out of 5 stars,"₹65,990","Tomorrow, 23 May"
"Lenovo V15 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 pro and MS-Office with Lifetime Validity/1 Year Onsite Warranty /Iron Grey/1.5 Kg)","39,999",4.3 out of 5 stars,"₹39,999","Tomorrow, 23 May"
"ASUS Vivobook Pro 15, AMD Ryzen 7 5800H, 15.6"" (39.62 cm) HD, Thin & Light Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Backlit/Fingerprint/Blue/1.80 kg), M6500QC-HN741WS","76,990",5.0 out of 5 stars,"₹76,990","Tomorrow, 23 May"
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA002IH","47,199",2.9 out of 5 stars,"₹47,199","Friday, 26 May"
"MSI Gaming GF63 Thin, Intel 11th Gen. i5-11400H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GTX1650 4GB GDDR6/ Black/1.86Kg), 11SC-853IN","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 23 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","51,990",4.0 out of 5 stars,"₹51,990","Tomorrow, 23 May"
"Lenovo E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (AMD Athlon A3050U/4GB RAM/1TB HDD/DOS/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg), 82FJ00B2IH","18,590",3.6 out of 5 stars,"₹18,590","Wednesday, 24 May"
"HP 247 G8 Laptop PC with AMD Ryzen 3 3250U/8 GB DDR4 RAM/512 GB PCIe® NVMe™ SSD/AMD Radeon™ Graphics/35.6 cm (14"" inch)/DOS/Matte Black/1.5 KG/1 Year Onsite Warranty","26,827",2.5 out of 5 stars,"₹26,827","Tomorrow, 23 May"
"HP Pavilion 14 11th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch (35.6cm) IPS Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Backlit Kb/B&O Audio/FPR/Windows 11 Home/Thin & Light/1.41Kg, 14-Dv1001tu","65,843",4.3 out of 5 stars,"₹65,843","Tomorrow, 23 May"
"ASUS TUF Gaming F15, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, Gaming Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W","66,990",5.0 out of 5 stars,"₹66,990","Tomorrow, 23 May"
Acer Extensa 15 Thin & Light Laptop AMD Ryzen 3 7320U Quad-Core Processor (8 GB/512 GB SSD/Windows 11 Home/MS Office Home and Student/AMD Radeon Graphics/1.78 KG/Steel Gray) EX215-23 Full HD Display,"34,990",5.0 out of 5 stars,"₹34,990","Tomorrow, 23 May"
"Dell 15 (2021) Ryzen 3-3250U, 8GB, 256GB SSD, Windows 11 + MS Office ' 21, AMD Vega Graphics, 15.6 Inches(39.6cm) FHD Display Notebook Computer - Carbon Black (Inspiron 3515, D560708WIN9BE)","36,790",3.8 out of 5 stars,"₹36,790","Saturday, 27 May"
"Dell G15 5520 Windows 11 Gaming Laptop, Intel i7-12700H, 16GB, 512Gb, NVIDIA RTX 3050 Ti (4GB GDDR6), 15.6"" - 39.62Cms FHD WVA AG 120Hz 250 nits, Backlit KB Orange, Shadow Grey, 2.81Kgs - D560823WIN9B","99,990",3.9 out of 5 stars,"₹99,990","Tomorrow, 23 May"
"Dell New Alienware X15 R2 Gaming Laptop, Intel I7-12700H Windows 11+Mso'21 16Gb Lp Ddr5 1Tb Ssd, Nvidia Rtx 3060 (6Gb Gddr6) 15.6 Inches (39.62Cms) Fhd 360Hz 300Nits, Alienfx Kb (D569940Win9, 2.34Kgs)","2,46,490",5.0 out of 5 stars,"₹2,46,490","Tomorrow, 23 May"
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK006DIN","43,980",4.0 out of 5 stars,"₹43,980","Saturday, 27 May"
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0085IN","58,700",4.1 out of 5 stars,"₹58,700","Wednesday, 24 May"
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800N2IN","38,990",4.1 out of 5 stars,"₹38,990","Thursday, 25 May"
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","59,990",4.2 out of 5 stars,"₹59,990","Thursday, 25 May"
"Lenovo ThinkBook 15 Intel 12th Gen Core i5 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office H&S 2021/Backlit/Mineral Grey/1.7 Kg), 21DJA04LIH","64,990",3.6 out of 5 stars,"₹64,990","Tomorrow, 23 May"
"Microsoft Surface GO 3 8VA-00013 10.5"" (26.67 cms) Laptop (Intel Pentium T6600 Processor/8GB/128GB SSD/Windows 11 Home), Platinum","61,990",4.0 out of 5 stars,"₹61,990","Tomorrow, 23 May"
"Dell Vostro 3425 Laptop, AMD R3-5425U, 8GB DDR4, 256GB SSD, Win 11 + MSO'21, 14.0"" (35.56 Cms) FHD WVA AG 250 nits, 15 Month McAfee, Carbon Black, 1.48Kgs","36,490",3.8 out of 5 stars,"₹36,490","Tomorrow, 23 May"
"Dell Vostro 3420 Laptop, Intel Core i5-1135G7, 8GB/ 512GB SSD/ 14.0"" FHD WVA AG 250 nits/Win 11 + MSO'21/15 Month McAfee/Carbon Black/ 1.48Kgs","49,490",3.0 out of 5 stars,"₹49,490","Tomorrow, 23 May"
"Dell Gaming G15 5525, AMD R5-6600H, 16GB, 512GB SSD, RTX 3050 (4GB GDDR6), 15.6"" (39.62Cms) FHD WVA AG 120Hz 250 nits, Windows 11 + MSO'21, 15 Month Mcafee, Phantom Grey with speckles, 2.51Kgs","74,490",4.1 out of 5 stars,"₹74,490","Friday, 26 May"
"ASUS Vivobook 14 2022, Intel Core i3-1115G4 11th Gen, 14"" (35.56 cms) FHD, Thin & Light Laptop (8GB/512GB SSD/Win11/Office 2021/37WHr/Transparent Silver/1.60 kg), X1400EA-EK322WS","35,990",3.9 out of 5 stars,"₹35,990","Tomorrow, 23 May"
"Dell Vostro 3420 Laptop, Intel Core i5-1135G7, 16GB/ 512GB SSD/ 14.0"" FHD WVA AG 250 nits/Win 11 + MSO'21, 15 Month McAfee, Carbon Black, 1.48Kgs","54,490",3.5 out of 5 stars,"₹54,490","Tomorrow, 23 May"
"Lenovo IdeaPad Slim 3 Chromebook Intel Celeron N4020 14'' (35.56cm) FHD IPS Touchscreen Thin & Light Laptop (4GB/64GB eMMC/Chrome OS/Upto 10hr Battery/2W x2 HD Speaker/Platinum Grey/1.4Kg), 82C1002SHA","21,990",3.7 out of 5 stars,"₹21,990","Tomorrow, 23 May"
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA002IH","47,199",2.9 out of 5 stars,"₹47,199","Friday, 26 May"
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0085IN","58,700",4.1 out of 5 stars,"₹58,700","Wednesday, 24 May"
"(Renewed) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel HD Graphics)","20,249",3.8 out of 5 stars,"₹20,249","Thursday, 25 May"
"ASUS ROG Zephyrus G15(2022), 15.6"" (39.62 cms) 2K WQHD 240Hz/3ms, AMD Ryzen 9 6900HS, 8GB RTX 3070 Ti, Gaming Laptop (16GB/1TB SSD/90WHrs Battery/Windows 11/Office 2021/White/1.9 Kg), GA503RW-LN066WS","1,89,990",4.8 out of 5 stars,"₹1,89,990","Tomorrow, 23 May"
"HP 14s, Ryzen 7- 5700U 16GB RAM/512GB SSD 14-inches (35.6 cm) FHD, IPS, Micro-Edge Display/AMD Radeon Graphics/Alexa/Win 11/Backlit KB/Dual Speakers/MSO 2021/1.46 Kg, 14s- fy1005AU , Windows 11 Home","60,490",4.1 out of 5 stars,"₹60,490","Tomorrow, 23 May"
"Dell Inspiron 3511 Laptop, Intel i3-1115G4, 8GB DDR4 & 512GB SSD, Windows 11 + MSO'21, 15.6"" (39.62Cms) FHD WVA AG, 15 Month McAfee, Carbon Black, 1.8Kgs","39,990",3.7 out of 5 stars,"₹39,990","Tomorrow, 23 May"
"HP Victus Gaming Laptop AMD Ryzen 5 5600H 15.6 inch(39.6 cm) FHD IPS Gaming Laptop (8GB RAM/512GB SSD/AMD Radeon RX 6500M Graphics(4GB GDDR6)/144Hz/9ms Response time/Backlit KB/B&O/Win 11),15-fb0777AX","56,490",4.3 out of 5 stars,"₹56,490","Thursday, 25 May"
"ASUS Vivobook Pro 15, AMD Ryzen 5 5600H, 15.6"" (39.62 cm) HD, Thin & Light Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Backlit/Fingerprint/Blue/1.80 kg), M6500QC-HN541WS","65,990",3.5 out of 5 stars,"₹65,990","Tomorrow, 23 May"
"Dell Inspiron 5406 Intel i3-1115G4 11th Gen 14 inches(35cm) FHD 2 in 1 Laptop (4GB / 256 SSD/Integrated Graphics/Windows 10/MS Office 19/ Active Pen/Platinum Silver), D560365WIN9S, 1.72kg","58,100",3.7 out of 5 stars,"₹58,100","Thursday, 25 May"
"ASUS TUF Gaming F15 (2023) 90WHr Battery, Intel Core i7-12700H 12th Gen, 15.6"" FHD 144Hz, 8GB RTX 4060, Gaming Laptop (16GB/512GB SSD/Windows 11//1-Zone RGB/Gray/2.20 Kg), FX507ZV-LP094W","1,15,950",,"₹1,15,950","Saturday, 27 May"
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK006DIN","43,980",4.0 out of 5 stars,"₹43,980","Saturday, 27 May"
"Honor MagicBook X14, 11th Gen Intel Core i5-1135G7, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/Backlit Keyboard/Fingerprint Login/1.38Kg), Space Gray","43,990",4.2 out of 5 stars,"₹43,990","Tomorrow, 23 May"
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","59,990",4.2 out of 5 stars,"₹59,990","Thursday, 25 May"
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0085IN","58,700",4.1 out of 5 stars,"₹58,700","Wednesday, 24 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","51,990",4.0 out of 5 stars,"₹51,990","Tomorrow, 23 May"
"HP Pavilion 14 11th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch (35.6cm) IPS Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Backlit Kb/B&O Audio/FPR/Windows 11 Home/Thin & Light/1.41Kg, 14-Dv1001tu","65,843",4.3 out of 5 stars,"₹65,843","Tomorrow, 23 May"
Lenovo E41-55 AMD 14-inch (35.56cm) HD Thin and Light Laptop (AMD Athlon Pro 3045B / 8GB RAM/ 1TB HDD/Windows 11 /Integrated AMD Radeon Graphics/Iron Grey/ 1.59 kg),"21,999",3.4 out of 5 stars,"₹21,999","Wednesday, 24 May"
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","53,990",4.0 out of 5 stars,"₹53,990","Tomorrow, 23 May"
"(Renewed) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/12.5"" (31.7 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.0/Webcam/Integrated Graphics)","15,958",3.3 out of 5 stars,"₹15,958","Saturday, 27 May"
"Dell Vostro 3425 Laptop, AMD Ryzen 5-5500U/ 8GB/ 512GB/ 14.0"" (35.56Cms) FHD WVA AG 250 nits/Win 11+ MSO'21/15 Month McAfee/Carbon Black/ 1.48Kgs","47,490",,"₹47,490","Tomorrow, 23 May"
"Dell Vostro 3420 Metal Laptop, Intel Core i5-1235U, 16GB & 512GB SSD, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Backlit KB, Win 11 Home + MSO'21, 15 Month McAfee, Titan Grey, 1.48 KGs","65,490",4.1 out of 5 stars,"₹65,490","Tomorrow, 23 May"
"Dell Inspiron 3511 Laptop, Intel i3-1115G4, 8GB DDR4 & 512GB SSD, Windows 11 + MSO'21, 15.6"" (39.62Cms) FHD WVA AG, 15 Month McAfee, Carbon Black, 1.8Kgs","39,990",3.7 out of 5 stars,"₹39,990","Tomorrow, 23 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","51,990",4.0 out of 5 stars,"₹51,990","Tomorrow, 23 May"
"Honor MagicBook X14, 11th Gen Intel Core i5-1135G7, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/Backlit Keyboard/Fingerprint Login/1.38Kg), Space Gray","43,990",4.2 out of 5 stars,"₹43,990","Tomorrow, 23 May"
"HP 14s, Intel Celeron N4500, 8GB RAM/256GB SSD 14-inches/35.6 cm HD, Micro-Edge Display/Alexa Built-in/Windows 11/Intel UHD Graphics/Dual Speakers/MSO 2021/1.46 Kg, 14s-dq3037tu","33,550",3.6 out of 5 stars,"₹33,550","Thursday, 25 May"
"ASUS TUF Gaming F15, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, Gaming Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W","66,990",5.0 out of 5 stars,"₹66,990","Tomorrow, 23 May"
"Lenovo IdeaPad Slim 1 AMD Ryzen 3 3250U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Cloud Grey/1.6Kg), 82R10049IN","36,990",3.9 out of 5 stars,"₹36,990","Friday, 26 May"
"HP 15s, AMD Ryzen 5 5500U, 15.6 inch(39.6cm) FHD Micro-Edge Anti-Glare Laptop (8GB RAM/512 GB SSD/AMD Radeon Graphics/Win 11/MSO 21/Alexa/Dual Speakers/1.69 Kgs/Natural Silver) 15s-eq2223AU","44,490",4.2 out of 5 stars,"₹44,490","Tomorrow, 23 May"
"HP Pavilion Plus, 12th Gen Intel Core i7 16GB RAM/1TB SSD 14 inch(35.6 cm)Creator Laptop with OLED,UWVA,Eye Safe Laptop/Intel Iris Xe Graphics/Backlit KB/B&O/FPR/Win 11/Alexa Built-in/MSO,14-eh0024TU","93,749",4.0 out of 5 stars,"₹93,749","Tomorrow, 23 May"
"ASUS Vivobook 16X 2023, Intel Core i5-12450H 12th Gen, 16.0-inch FHD+ 120Hz, Thin & Light Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 2050/Win11/FingerPrint/Black/1.80 kg),K3605ZF-MB541WS","72,990",,"₹72,990","Tomorrow, 23 May"
Acer Aspire 3 Intel Core i5 12th Generation (16GB/512 GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-59 with 15.6-inch (39.6 cms) Full HD Laptop,"50,990",4.7 out of 5 stars,"₹50,990","Saturday, 27 May"
"Acer Aspire 3 (Intel Core i3 1215U Processor/ 8GB/ 512 GB SSD/Windows 11 Home/MS Office) A315-59 with 39.6 cm (15.6"") Full HD Display /1.78kg","36,990",3.8 out of 5 stars,"₹36,990","Tomorrow, 23 May"
"HP 14s, Intel Celeron N4500, 8GB RAM/256GB SSD 14-inches/35.6 cm HD, Micro-Edge Display/Alexa Built-in/Windows 11/Intel UHD Graphics/Dual Speakers/MSO 2021/1.46 Kg, 14s-dq3037tu","33,550",3.6 out of 5 stars,"₹33,550","Thursday, 25 May"
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK006DIN","43,980",4.0 out of 5 stars,"₹43,980","Saturday, 27 May"
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA002IH","47,199",2.9 out of 5 stars,"₹47,199","Friday, 26 May"
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","59,990",4.2 out of 5 stars,"₹59,990","Thursday, 25 May"
"HP Pavilion 15 AMD Ryzen 5-5625U, 16GB RAM/512GB SSD 15.6inch(39.6 cm) IPS Micro-Edge Touch Display/Radeon Graphics/Backlit Kb/Windows 11 Home/Alexa/B&O Audio/FPR/MSO,15-eh2047au","60,990",4.2 out of 5 stars,"₹60,990","Tomorrow, 23 May"
"HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU","62,990",4.1 out of 5 stars,"₹62,990","Tomorrow, 23 May"
"Lenovo E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (AMD Athlon A3050U/4GB RAM/256GB SSD/DOS/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg), 82FJ00BEIH","16,990",1.0 out of 5 stars,"₹16,990","Wednesday, 24 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","51,990",4.0 out of 5 stars,"₹51,990","Tomorrow, 23 May"
"Lenovo Yoga Slim 7 Pro Intel Evo Core i5-11320H 14""(35.6cm) 2.8K Laptop(16GB/512GB SSD/Win11/MSO 2021/90Hz/3Yr Brand Warranty/1.3Kg),82NC00EWIN,5% Instant Off on APay ICICI CreditCard (Prime only)","69,990",4.2 out of 5 stars,"₹69,990","Tomorrow, 23 May"
"Lenovo V15 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Black/1 Year Onsite/1.7 Kg), 82KDA022IH","38,990",4.0 out of 5 stars,"₹38,990","Tomorrow, 23 May"
"ASUS ROG Strix Scar 18 (2023), Intel Core i9 13th Gen, 18"" (45.72 cm) FHD+ 165Hz, 12GB RTX 4080, Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/90WHr Battery/Black/3.1 Kg), G834JZ-N5041WS","2,79,990",5.0 out of 5 stars,"₹2,79,990","Thursday, 25 May"
"Lenovo E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (AMD Athlon A3150U/4GB RAM/256GB HDD/DOS/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg), 82FJ00AGIH","20,840",4.0 out of 5 stars,"₹20,840","Wednesday, 24 May"
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0085IN","58,700",4.1 out of 5 stars,"₹58,700","Wednesday, 24 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","51,990",4.0 out of 5 stars,"₹51,990","Tomorrow, 23 May"
"MSI Katana 15, Intel 13th Gen. i7-13620H, 44CM FHD 144Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4060, 8GB GDDR6/Black/2.6Kg), B13VFK-296IN","1,39,990",4.4 out of 5 stars,"₹1,39,990","Tomorrow, 23 May"
"Lenovo IdeaPad Slim 1 Ryzen 3 7320U 15.6"" (39.62cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/Alexa Built-in/3 Month Game Pass/Cloud Grey/1.58Kg), 82VG009MIN","40,990",3.0 out of 5 stars,"₹40,990","Tomorrow, 23 May"
"ASUS Vivobook S 14 Flip 2022, AMD Ryzen 5 5600H, 14.0-inch (35.56 cm) FHD+ 16:10, 2-in-1 Laptop (16GB/512GB SSD/Win11/Office 2021/Backlit/FingerPrint/50WHr/Cool Silver/1.50 kg), TN3402QA-LZ540WS","62,990",3.0 out of 5 stars,"₹62,990","Tomorrow, 23 May"
"MSI Cyborg 15, Intel 12th Gen. i7-12650H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4060, 8GB GDDR6/Translucent Black/1.98Kg), A12VF-069IN","1,09,990",4.3 out of 5 stars,"₹1,09,990","Wednesday, 24 May"
"Honor MagicBook 14, AMD Ryzen 5 5500U 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/Fingerprint Login/Metal Body/Backlit KB/1.38Kg), Gray, NobelM-WDQ9BHNE","37,990",4.2 out of 5 stars,"₹37,990","Tomorrow, 23 May"
"ASUS Vivobook 16X (2022), 16-inch (40.64 cms) WUXGA, AMD Ryzen 5 5600H, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Quiet Blue/1.8 kg), M1603QA-MB502WS","47,990",4.1 out of 5 stars,"₹47,990","Thursday, 25 May"
"Dell Vostro 3425 Metal Laptop, Ryzen 5-5625U, 16GB, 512GB, 14.0"" (35.56CMs) FHD WVA AG 250 nits, Backlit KB + FPR, Titan Grey (M552321WIN9S, 1.48KGs)","59,690",,"₹59,690","Tomorrow, 23 May"
"ASUS Vivobook 16X 2023, Intel Core i9-13900H 13th Gen, 16.0-inch FHD+ 120Hz, Thin & Light Laptop (16GB/1TB SSD/NVIDIA Geforce RTX 3050 4GB/Win11/FingerPrint/Silver/1.80 kg),K3605VC-MB952WS","1,09,990",,"₹1,09,990","Tomorrow, 23 May"
"HP 14s, Intel Celeron N4500, 8GB RAM/256GB SSD 14-inches/35.6 cm HD, Micro-Edge Display/Alexa Built-in/Windows 11/Intel UHD Graphics/Dual Speakers/MSO 2021/1.46 Kg, 14s-dq3037tu","33,550",3.6 out of 5 stars,"₹33,550","Thursday, 25 May"
"Honor MagicBook X14, 11th Gen Intel Core i5-1135G7, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/Backlit Keyboard/Fingerprint Login/1.38Kg), Space Gray","43,990",4.2 out of 5 stars,"₹43,990","Tomorrow, 23 May"
"Lenovo Yoga Slim 7 Pro Intel Evo Core i5-11320H 14""(35.6cm) 2.8K Laptop(16GB/512GB SSD/Win11/MSO 2021/90Hz/3Yr Brand Warranty/1.3Kg),82NC00EWIN,5% Instant Off on APay ICICI CreditCard (Prime only)","69,990",4.2 out of 5 stars,"₹69,990","Tomorrow, 23 May"
"MSI Gaming GF63 Thin, Intel 11th Gen. i5-11400H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GTX1650 4GB GDDR6/ Black/1.86Kg), 11SC-853IN","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 23 May"
"ASUS Vivobook Pro 15 OLED, AMD Ryzen 5 5600H, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/4GB RTX 3050/Windows 11/Office 2021/Backlit KB/FP Sensor/Silver/1.65 kg), M3500QC-L1502WS","72,020",4.8 out of 5 stars,"₹72,020","Wednesday, 24 May"
