Product Name,Price,Rating,M.R.P,Expected Delivery
"HP Victus Gaming Laptop 11th Gen Intel Core i5-11400H 16.1 inch(40.9 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce GTX 1650 Graphics/Backlit KB/Win 11/B&O/Alexa/Xbox Pass),16-d0333TX","58,490",2.6 out of 5 stars,"₹58,490","Monday, 22 May"
"HP 245 G8 Laptop 62G69PA (AMDRyzen™3 3250U/8GB Ram/ 512 GB SSD/ 14"" Inch HD/ Windows 11 HomeSingleLanguage/1 Year Warranty)","32,990",4.1 out of 5 stars,"₹32,990","Tomorrow, 21 May"
"ASUS Eeebook 14, Intel Celeron N4500, 14"" (35.56 cm) HD, Thin and Light Laptop (4GB/256GB SSD/Integrated Graphics/Windows 11/with Numberpad/White/1.3 kg), E410KA-BV092W","25,990",5.0 out of 5 stars,"₹25,990","Monday, 22 May"
"Lenovo ThinkBook 15 Intel Core i5 1235U 15.6"" (39.62cm) FHD 220 Nits Antiglare Thin and Light Laptop (16GB/1TB SSD/Windows 11 Home/MS Office/Mineral Grey/1.7 Kg/Backlit), 21DJA0D9IH","68,990",3.0 out of 5 stars,"₹68,990","Tomorrow, 21 May"
"ASUS Vivobook 16X 2023, Intel Core i9-13900H 13th Gen, 16.0-inch FHD+ 120Hz, Thin & Light Laptop (16GB/1TB SSD/NVIDIA Geforce RTX 3050 4GB/Win11/FingerPrint/Black/1.80 kg),K3605VC-MB951WS","1,09,990",,"₹1,09,990","Tomorrow, 21 May"
"Dell Vostro 3420 Metal Laptop, Intel Core i5-1235U, 16GB & 512GB SSD, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Backlit KB, Win 11 Home + MSO'21, 15 Month McAfee, Titan Grey, 1.48 KGs","65,990",4.1 out of 5 stars,"₹65,990","Tomorrow, 21 May"
"Lenovo E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (AMD Athlon A3050U/4GB RAM/256GB SSD/Windows 10 Home/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg), 82FJ00BLIH","19,890",3.7 out of 5 stars,"₹19,890","Monday, 22 May"
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN","65,990",4.3 out of 5 stars,"₹65,990","Tomorrow, 21 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 21 May"
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0085IN","58,700",4.1 out of 5 stars,"₹58,700","Monday, 29 May"
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA002IH","47,199",2.9 out of 5 stars,"₹47,199","Wednesday, 24 May"
"Lenovo V15 AMD Ryzen5 5500U 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.7 kg), 82KDA011IH","36,990",3.8 out of 5 stars,"₹36,990","Monday, 22 May"
"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK322WS","38,750",4.5 out of 5 stars,"₹38,750","Thursday, 25 May"
"Dell Vostro 3425 Laptop, AMD R3-5425U, 8GB DDR4, 256GB SSD, Win 11 + MSO'21, 14.0"" (35.56 Cms) FHD WVA AG 250 nits, 15 Month McAfee, Carbon Black, 1.48Kgs","36,990",3.8 out of 5 stars,"₹36,990","Tomorrow, 21 May"
"ASUS Vivobook 16 (2023), Intel Core i5-13500H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg), X1605VA-MB541WS","64,750",3.0 out of 5 stars,"₹64,750","Tomorrow, 21 May"
"HP Pavilion 14 11th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch (35.6cm) IPS Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Backlit Kb/B&O Audio/FPR/Windows 11 Home/Thin & Light/1.41Kg, 14-Dv1001tu","65,843",4.3 out of 5 stars,"₹65,843","Tomorrow, 21 May"
"Acer Extensa 15 Thin & Light Intel Processor Pentium Silver N5030 15.6 inches(39.6cm) Business Laptop (4GB RAM/1TB HDD/Windows 10 Home/Integrated Graphic Card/Black/1.9 Kg, EX215-31)","26,999",3.3 out of 5 stars,"₹26,999","Wednesday, 24 May"
"ASUS TUF Gaming F15, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, Gaming Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W","66,990",,"₹66,990","Tomorrow, 21 May"
"Honor MagicBook X14, 11th Gen Intel Core i5-1135G7, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/Backlit Keyboard/Fingerprint Login/1.38Kg), Space Gray","45,490",4.2 out of 5 stars,"₹45,490","Tomorrow, 21 May"
"HP Victus Gaming Laptop 11th Gen Intel Core i5-11400H16.1 inch(40.9 cm) FHD IPS Gaming Laptop(16GB RAM/512GB SSD/NVIDIA GeForce GTX 1650 graphics/144Hz/Backlit KB/Wi11/MSO/B&O/Alexa),16-d0311TX","62,990",3.1 out of 5 stars,"₹62,990","Tomorrow, 21 May"
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","59,990",4.2 out of 5 stars,"₹59,990","Tomorrow, 21 May"
"LG Gram16 Intel EVO-[12th Gen Core i7/Win11/16GB/512GB SSD Intel Iris Xe Graphics] [Thunderbolt4/USB-C] [FHD Webcam+Built-in AI] 80WH Battery 3Yrs Warranty(Black,1.14 Kg)","99,990",3.9 out of 5 stars,"₹99,990","Tomorrow, 21 May"
Lenovo E41-55 AMD 14-inch (35.56cm) HD Thin and Light Laptop (AMD Athlon Pro 3045B / 8GB RAM/ 1TB HDD/Windows 11 /Integrated AMD Radeon Graphics/Iron Grey/ 1.59 kg),"21,999",3.4 out of 5 stars,"₹21,999","Monday, 22 May"
"Samsung Galaxy Book2 (NP750) Intel 12th Gen core i7 39.6cm (15.6"") FHD Thin & Light Laptop (16 GB/512 GB/Windows 11/MS Office/Backlit Keyboard/Fingerprint Reader/Silver/1.55Kg), NP750XED-KC2IN","79,990",4.0 out of 5 stars,"₹79,990","Tomorrow, 21 May"
"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK322WS","38,750",4.5 out of 5 stars,"₹38,750","Thursday, 25 May"
"Dell Vostro 3425 Laptop, AMD R3-5425U, 8GB DDR4, 256GB SSD, Win 11 + MSO'21, 14.0"" (35.56 Cms) FHD WVA AG 250 nits, 15 Month McAfee, Carbon Black, 1.48Kgs","36,990",3.8 out of 5 stars,"₹36,990","Tomorrow, 21 May"
"Lenovo V15 AMD Ryzen5 5500U 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1.7 kg), 82KDA012IH","37,799",3.8 out of 5 stars,"₹37,799","Wednesday, 24 May"
Lenovo V14-IGL Laptop Intel Celeron N4020/4GB DDR4 RAM/256GB SSD/DOS/14.0 HD/Intel UHD Graphics 600/1 Year Warranty,"20,999",3.5 out of 5 stars,"₹20,999","Monday, 22 May"
"Dell Vostro 3420 Laptop, Intel Core i5-1135G7, 16GB/ 512GB SSD/ 14.0"" FHD WVA AG 250 nits/Win 11 + MSO'21, 15 Month McAfee, Carbon Black, 1.48Kgs","54,490",2.0 out of 5 stars,"₹54,490","Tomorrow, 21 May"
"ASUS TUF Gaming F15 (2023) 90WHr Battery, Intel Core i7-12700H 12th Gen, 15.6"" FHD 144Hz, 8GB RTX 4060, Gaming Laptop (16GB/512GB SSD/Windows 11//1-Zone RGB/Gray/2.20 Kg), FX507ZV-LP094W","1,15,990",,"₹1,15,990","Tomorrow, 21 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 21 May"
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0085IN","58,700",4.1 out of 5 stars,"₹58,700","Monday, 29 May"
"ASUS Vivobook 14 2022, Intel Core i3-1115G4 11th Gen, 14"" (35.56 cms) FHD, Thin & Light Laptop (8GB/512GB SSD/Win11/Office 2021/37WHr/Transparent Silver/1.60 kg), X1400EA-EK322WS","35,990",4.4 out of 5 stars,"₹35,990","Tomorrow, 21 May"
"HP 247 G8 Laptop PC with AMD Ryzen 3 3250U/8 GB DDR4 RAM/512 GB PCIe® NVMe™ SSD/AMD Radeon™ Graphics/35.6 cm (14"" inch)/DOS/Matte Black/1.5 KG/1 Year Onsite Warranty","26,827",2.5 out of 5 stars,"₹26,827","Tomorrow, 21 May"
Xiaomi Notebook Pro QHD+IPS AntiGlare Display Intel Core I5-11300H 11th Gen 14 Inch Thin & Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11 Home/MS Office21/Backlit Keyboard/FP Sensor/1.4 Kg),"53,999",4.3 out of 5 stars,"₹53,999","Tomorrow, 21 May"
"Lenovo E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (AMD Athlon A3050U/4GB RAM/256GB SSD/DOS/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg), 82FJ00BEIH","16,990",1.0 out of 5 stars,"₹16,990","Tomorrow, 21 May"
"Lenovo V15 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 pro and MS-Office with Lifetime Validity/1 Year Onsite Warranty /Iron Grey/1.5 Kg)","39,999",4.3 out of 5 stars,"₹39,999","Tomorrow, 21 May"
"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display (Rose Gold)","26,990",4.0 out of 5 stars,"₹26,990","Tomorrow, 21 May"
"HP 14s, 12th Gen Intel Core i3-1215U, 14-inch(35.6 cm) Micro-Edge, Anti-Glare, FHD Laptop(8GB RAM/512GB SSD/Alexa/Win 11/MSO 2021/Intel UHD Graphics/Dual Speakers/1.41 Kg/Natural Silver) 14s-dy5008TU","44,490",4.1 out of 5 stars,"₹44,490","Tomorrow, 21 May"
Acer Extensa 15 Intel Core i3 N305 8 core Processor (8 GB/512 GB SSD/Win11 Home/MS Office Home and Student/Intel UHD Graphics/1.7 KG/Silver) EX215-33 FHD Display Laptop,"35,990",4.0 out of 5 stars,"₹35,990","Tomorrow, 21 May"
"Honor MagicBook X14, 11th Gen Intel Core i5-1135G7, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop (8GB/512GB PCIe SSD/Windows 11/Backlit Keyboard/Fingerprint Login/1.38Kg), Space Gray","45,490",4.2 out of 5 stars,"₹45,490","Tomorrow, 21 May"
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA002IH","47,199",2.9 out of 5 stars,"₹47,199","Wednesday, 24 May"
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","59,990",4.2 out of 5 stars,"₹59,990","Tomorrow, 21 May"
"LG Gram16 Intel EVO-[12th Gen Core i7/Win11/16GB/512GB SSD Intel Iris Xe Graphics] [Thunderbolt4/USB-C] [FHD Webcam+Built-in AI] 80WH Battery 3Yrs Warranty(Black,1.14 Kg)","99,990",3.9 out of 5 stars,"₹99,990","Tomorrow, 21 May"
"Dell Vostro 3425 Laptop, AMD R3-5425U, 8GB DDR4, 256GB SSD, Win 11 + MSO'21, 14.0"" (35.56 Cms) FHD WVA AG 250 nits, 15 Month McAfee, Carbon Black, 1.48Kgs","36,990",3.8 out of 5 stars,"₹36,990","Tomorrow, 21 May"
"Xiaomi Notebook Ultra Max 11th Gen Intel Core i5-11320H Thin & Light (16GB/512GB SSD/Iris Xe Graphics/15.6"" 3.2K Resolution/Win 11/Thunderbolt 4/MS Office '21/Fingerprint Sensor/1.7 Kg)","55,999",4.2 out of 5 stars,"₹55,999","Tomorrow, 21 May"
Acer Aspire 3 Thin and Light Laptop Intel Core i5 12th Generation (8GB/512 GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-59 with 15.6-inch (39.6 cms) Full HD Display,"48,990",4.7 out of 5 stars,"₹48,990","Tuesday, 23 May"
"HP 14s, Intel Celeron N4500, 8GB RAM/256GB SSD 14-inches/35.6 cm HD, Micro-Edge Display/Alexa Built-in/Windows 11/Intel UHD Graphics/Dual Speakers/MSO 2021/1.46 Kg, 14s-dq3037tu","33,550",3.6 out of 5 stars,"₹33,550","Wednesday, 24 May"
"Samsung Galaxy Book2 (NP750) Intel 12th Gen core i7 39.6cm (15.6"") FHD Thin & Light Laptop (16 GB/512 GB/Windows 11/MS Office/Backlit Keyboard/Fingerprint Reader/Silver/1.55Kg), NP750XED-KC2IN","79,990",4.0 out of 5 stars,"₹79,990","Tomorrow, 21 May"
Xiaomi Notebook Pro Max 11th Gen Intel Core i5-11320H Thin & Light (16GB/512GB SSD/Iris Xe Graphics/14″ QHD+ Display/2.5K Resolution/Win 11/Thunderbolt 4/MS Office '21/Fingerprint Sensor/1.4 Kg),"53,999",4.3 out of 5 stars,"₹53,999","Tomorrow, 21 May"
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","53,990",4.0 out of 5 stars,"₹53,990","Tomorrow, 21 May"
"ASUS TUF Gaming A15, 15.6"" (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W","96,040",4.2 out of 5 stars,"₹96,040","Tomorrow, 21 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 21 May"
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/2Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK0085IN","58,700",4.1 out of 5 stars,"₹58,700","Monday, 29 May"
"Dell Vostro 3420 Laptop,11th Gen Intel Core i3-1115G4, 8GB DDR4, 512GB SSD, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Win 11+ MSO'21, 15 Month McAfee, Titan Grey, 1.48Kgs","39,990",4.2 out of 5 stars,"₹39,990","Tomorrow, 21 May"
"Lenovo V15 AMD Ryzen5 5500U 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1.7 kg), 82KDA012IH","37,799",3.8 out of 5 stars,"₹37,799","Wednesday, 24 May"
"Dell G15 5520 Gaming Laptop,Intel i5-12500H,16GB,512GB SSD,Win 11,NVIDIA RTX 3050 (4GB GDDR6),15.6""(39.62Cms) FHD WVA AG 120Hz 250 nits,Backlit KB Orange,15 Month McAfee,Dark Shadow Grey,2.81Kgs","76,990",3.8 out of 5 stars,"₹76,990","Monday, 22 May"
Acer Extensa 15 Thin & Light Laptop AMD Ryzen 3 7320U Quad-Core Processor (8 GB/512 GB SSD/Windows 11 Home/MS Office Home and Student/AMD Radeon Graphics/1.78 KG/Steel Gray) EX215-23 Full HD Display,"34,990",5.0 out of 5 stars,"₹34,990","Tomorrow, 21 May"
"HP Chromebook 15a Intel Celeron N4500 15.6 inch (39.6cm) HD,Anti-Glare, Micro-Edge Laptop(4GB RAM/128 GB eMMC/Intel UHD Graphics/Google Assistant/Chrome 64/Numeric Keypad/Dual Speaker) 15a- na0012TU","29,027",,"₹29,027","Tomorrow, 21 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 21 May"
"ASUS Vivobook 16X (2022), AMD Ryzen 7 5800H, 16"" (40.64 cms) FHD+, Thin and Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/FP Sensor/Silver/1.88 kg), M1603QA-MB712WS","59,990",4.4 out of 5 stars,"₹59,990","Tomorrow, 21 May"
Acer Extensa 15 Intel Core i3 N305 8 core Processor (8 GB/512 GB SSD/Win11 Home/MS Office Home and Student/Intel UHD Graphics/1.7 KG/Silver) EX215-33 FHD Display Laptop,"35,990",4.0 out of 5 stars,"₹35,990","Tomorrow, 21 May"
"MSI Gaming GF63 Thin, Intel 11th Gen. i5-11400H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GTX1650 4GB GDDR6/ Black/1.86Kg), 11SC-853IN","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 21 May"
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA002IH","47,199",2.9 out of 5 stars,"₹47,199","Wednesday, 24 May"
"LG Gram16 Intel EVO-[12th Gen Core i7/Win11/16GB/512GB SSD Intel Iris Xe Graphics] [Thunderbolt4/USB-C] [FHD Webcam+Built-in AI] 80WH Battery 3Yrs Warranty(Black,1.14 Kg)","99,990",3.9 out of 5 stars,"₹99,990","Tomorrow, 21 May"
"Lenovo Legion5Pro Intel Core i7 11thGen (40cm) QHD 16:10 IPS Gaming Laptop(16GB/1TB SSD/RTX 3060 6GB Graphics/165Hz/Windows 11/MS Office/Blue Backlit/3months Game Pass/Stingray/2.5Kg),82JD005KIN","1,24,990",4.2 out of 5 stars,"₹1,24,990","Monday, 22 May"
"MSI Titan GT77 HX, Intel 13th Gen. i9-13980HX, 44CM FHD 144Hz Mini LED, HDR 1000 Gaming Laptop (64GB/4TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4090, 16GB GDDR6/Core Black/3.3Kg), 13VI-092IN","5,99,990",2.1 out of 5 stars,"₹5,99,990","Monday, 22 May"
"HP Pavilion 14 11th Gen Intel Core i5 16GB RAM/512GB SSD 14 inch (35.6cm) IPS Anti-Glare FHD Laptop/Intel Iris Xe Graphics/Backlit Kb/B&O Audio/FPR/Windows 11 Home/Thin & Light/1.41Kg, 14-Dv1001tu","65,843",4.3 out of 5 stars,"₹65,843","Tomorrow, 21 May"
"Acer Predator Helios Neo 16 Gaming Laptop 13th Gen Intel Core i7 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA® GeForce RTX™ 4050) PHN16-71, (16"") WUXGA Display","1,29,990",5.0 out of 5 stars,"₹1,29,990","Monday, 22 May"
"HP Pavilion 15 AMD Ryzen 5-5625U, 16GB RAM/512GB SSD 15.6inch(39.6 cm) IPS Micro-Edge Touch Display/Radeon Graphics/Backlit Kb/Windows 11 Home/Alexa/B&O Audio/FPR/MSO,15-eh2047au","60,990",4.2 out of 5 stars,"₹60,990","Tomorrow, 21 May"
"Lenovo ThinkPad E14 AMD Ryzen 5 5625U 14"" (35.56 cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.59 kg), 21EBS02L00","58,490",4.0 out of 5 stars,"₹58,490","Tomorrow, 21 May"
"HP Pavilion 14 12th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel Iris Xe Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/MSO 2021/Natural Silver, 14-dv2053TU","62,990",4.1 out of 5 stars,"₹62,990","Tomorrow, 21 May"
"ASUS Vivobook 16X (2022), AMD Ryzen 7 5800H, 16"" (40.64 cms) FHD+, Thin and Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/FP Sensor/Silver/1.88 kg), M1603QA-MB712WS","59,990",4.4 out of 5 stars,"₹59,990","Tomorrow, 21 May"
"Lenovo E41-55 AMD 14-inch HD 220 Nits Antiglare Thin and Light Laptop (AMD Athlon A3050U/4GB RAM/256GB SSD/DOS/Integrated AMD Graphics/Grey/1 Year Onsite/1.59 kg), 82FJ00BEIH","16,990",1.0 out of 5 stars,"₹16,990","Tomorrow, 21 May"
"Honor MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 21 May"
"MSI Gaming GF63 Thin, Intel 11th Gen. i5-11400H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia GTX1650 4GB GDDR6/ Black/1.86Kg), 11SC-853IN","54,990",4.2 out of 5 stars,"₹54,990","Tomorrow, 21 May"
"Dell Inspiron 3511 Laptop, Intel i3-1115G4, 8GB DDR4 & 512GB SSD, Windows 11 + MSO'21, 15.6"" (39.62Cms) FHD WVA AG, 15 Month McAfee, Carbon Black, 1.8Kgs","39,990",3.7 out of 5 stars,"₹39,990","Tomorrow, 21 May"
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN","65,990",4.3 out of 5 stars,"₹65,990","Tomorrow, 21 May"
"Lenovo Yoga Slim 7 Pro Intel Evo Core i5-11320H 14""(35.6cm) 2.8K Laptop(16GB/512GB SSD/Win11/MSO 2021/90Hz/3Yr Brand Warranty/1.3Kg),82NC00EWIN,5% Instant Off on APay ICICI CreditCard (Prime only)","69,990",4.2 out of 5 stars,"₹69,990","Tomorrow, 21 May"
"Lenovo ThinkBook 15 Intel Core i5 1235U 15.6"" (39.62cm) FHD 220 Nits Antiglare Thin and Light Laptop (16GB/1TB SSD/Windows 11 Home/MS Office/Mineral Grey/1.7 Kg/Backlit), 21DJA0D9IH","68,990",3.0 out of 5 stars,"₹68,990","Tomorrow, 21 May"
"Lenovo IdeaPad Slim 3 Chromebook Intel Celeron N4020 14'' (35.56cm) FHD IPS Touchscreen Thin & Light Laptop (4GB/64GB eMMC/Chrome OS/Upto 10hr Battery/2W x2 HD Speaker/Platinum Grey/1.4Kg), 82C1002SHA","23,990",3.7 out of 5 stars,"₹23,990","Tomorrow, 21 May"
"HP 14s, Ryzen 7- 5700U 16GB RAM/512GB SSD 14-inches (35.6 cm) FHD, IPS, Micro-Edge Display/AMD Radeon Graphics/Alexa/Win 11/Backlit KB/Dual Speakers/MSO 2021/1.46 Kg, 14s- fy1005AU , Windows 11 Home","60,490",4.1 out of 5 stars,"₹60,490","Tomorrow, 21 May"
"Acer Nitro 5 12th Gen Intel Core Intel Core i5-12500H Processor 15.6-inch (39.62 cms) FHD 144 Hz Gaming Laptop (16 GB RAM/RTX 3050 Graphics/512 GB SSD/Windows 11 Home/2.5 Kgs/RGB Backlit), AN515-58","74,990",4.4 out of 5 stars,"₹74,990","Monday, 22 May"
"Acer Extensa Pentium Silver N5030 - (Intel, 8 GB/256 GB SSD/Windows 11 Home/MS Office /180° Degree Lay-Flat/Blue-Light Shield/Black/1.9 KG) EX215-31 with 15.6 Inch (39.6 cm) Full HD Laptop","28,990",3.8 out of 5 stars,"₹28,990","Wednesday, 24 May"
"ASUS Zenbook Pro 14 Duo OLED (2022) Dual Screen Laptop, 14.5"" (36.83 cms) 2.8K OLED 120Hz Touch, Intel EVO Core i5 12th Gen, (16GB/512GB SSD/Windows 11/Office 2021/Black/1.7 Kg), UX8402ZA-M501WS","94,990",3.7 out of 5 stars,"₹94,990",
Acer Aspire 3 Thin and Light Laptop Intel Core i5 12th Generation (8GB/512 GB SSD/Windows 11 Home/MS Office/1.7 Kg/Silver) A315-59 with 15.6-inch (39.6 cms) Full HD Display,"48,990",4.7 out of 5 stars,"₹48,990","Tuesday, 23 May"
"Lenovo IdeaPad Slim 5 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit/FPR/3months Game Pass/Graphite Grey/1.66Kg), 82FG01B5IN","59,990",4.2 out of 5 stars,"₹59,990","Tomorrow, 21 May"
"LG Gram16 Intel EVO-[12th Gen Core i7/Win11/16GB/512GB SSD Intel Iris Xe Graphics] [Thunderbolt4/USB-C] [FHD Webcam+Built-in AI] 80WH Battery 3Yrs Warranty(Black,1.14 Kg)","99,990",3.9 out of 5 stars,"₹99,990","Tomorrow, 21 May"
"ASUS Vivobook 16X (2022), 16-inch (40.64 cms) WUXGA, AMD Ryzen 5 5600H, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Quiet Blue/1.8 kg), M1603QA-MB502WS","47,990",4.1 out of 5 stars,"₹47,990","Wednesday, 24 May"
"ASUS VivoBook K15 OLED (2021), 15.6-inch FHD OLED, Intel Core i7-1165G7 11th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Office 2021/Windows 11/Indie Black/1.8 Kg) K513EA-L712WS","71,990",3.6 out of 5 stars,"₹71,990","Monday, 22 May"
